date,hour,weekday,weeknum,is_holiday,school_week,exam_week,attendance
2022-01-06,15,3,1,True,,False,851
2022-01-06,16,3,1,True,,False,892
2022-01-06,17,3,1,True,,False,873
2022-01-06,18,3,1,True,,False,908
2022-01-06,19,3,1,True,,False,926
2022-01-06,20,3,1,True,,False,914
2022-01-06,21,3,1,True,,False,948
2022-01-07,10,4,1,True,,False,823
2022-01-07,11,4,1,True,,False,820
2022-01-07,12,4,1,True,,False,851
2022-01-07,13,4,1,True,,False,845
2022-01-07,14,4,1,True,,False,862
2022-01-07,15,4,1,True,,False,884
2022-01-07,16,4,1,True,,False,880
2022-01-07,17,4,1,True,,False,873
2022-01-07,18,4,1,True,,False,910
2022-01-07,19,4,1,True,,False,913
2022-01-07,20,4,1,True,,False,946
2022-01-07,21,4,1,True,,False,936
2022-01-08,10,5,1,True,,False,830
2022-01-08,11,5,1,True,,False,821
2022-01-08,12,5,1,True,,False,821
2022-01-08,13,5,1,True,,False,864
2022-01-08,14,5,1,True,,False,866
2022-01-08,15,5,1,True,,False,854
2022-01-08,16,5,1,True,,False,879
2022-01-08,17,5,1,True,,False,884
2022-01-08,18,5,1,True,,False,923
2022-01-08,19,5,1,True,,False,913
2022-01-08,20,5,1,True,,False,921
2022-01-08,21,5,1,True,,False,917
2022-01-09,10,6,1,True,,False,816
2022-01-09,11,6,1,True,,False,827
2022-01-09,12,6,1,True,,False,844
2022-01-09,13,6,1,True,,False,842
2022-01-09,14,6,1,True,,False,843
2022-01-09,15,6,1,True,,False,886
2022-01-09,16,6,1,True,,False,881
2022-01-09,17,6,1,True,,False,892
2022-01-09,18,6,1,True,,False,904
2022-01-09,19,6,1,True,,False,898
2022-01-09,20,6,1,True,,False,918
2022-01-09,21,6,1,True,,False,918
2022-01-10,10,0,2,False,8.0,True,296
2022-01-10,11,0,2,False,8.0,True,297
2022-01-10,12,0,2,False,8.0,True,299
2022-01-10,13,0,2,False,8.0,True,297
2022-01-10,14,0,2,False,8.0,True,306
2022-01-10,15,0,2,False,8.0,True,302
2022-01-10,16,0,2,False,8.0,True,294
2022-01-10,17,0,2,False,8.0,True,293
2022-01-10,18,0,2,False,8.0,True,298
2022-01-10,19,0,2,False,8.0,True,291
2022-01-10,20,0,2,False,8.0,True,303
2022-01-10,21,0,2,False,8.0,True,305
2022-01-11,10,1,2,False,8.0,True,289
2022-01-11,11,1,2,False,8.0,True,298
2022-01-11,12,1,2,False,8.0,True,300
2022-01-11,13,1,2,False,8.0,True,302
2022-01-11,14,1,2,False,8.0,True,308
2022-01-11,15,1,2,False,8.0,True,292
2022-01-11,16,1,2,False,8.0,True,303
2022-01-11,17,1,2,False,8.0,True,300
2022-01-11,18,1,2,False,8.0,True,287
2022-01-11,19,1,2,False,8.0,True,290
2022-01-11,20,1,2,False,8.0,True,294
2022-01-11,21,1,2,False,8.0,True,293
2022-01-12,10,2,2,False,8.0,True,301
2022-01-12,11,2,2,False,8.0,True,291
2022-01-12,12,2,2,False,8.0,True,293
2022-01-12,13,2,2,False,8.0,True,301
2022-01-12,14,2,2,False,8.0,True,294
2022-01-12,15,2,2,False,8.0,True,292
2022-01-12,16,2,2,False,8.0,True,294
2022-01-12,17,2,2,False,8.0,True,295
2022-01-12,18,2,2,False,8.0,True,293
2022-01-12,19,2,2,False,8.0,True,291
2022-01-12,20,2,2,False,8.0,True,289
2022-01-12,21,2,2,False,8.0,True,294
2022-01-13,10,3,2,False,8.0,True,286
2022-01-13,11,3,2,False,8.0,True,299
2022-01-13,12,3,2,False,8.0,True,299
2022-01-13,13,3,2,False,8.0,True,293
2022-01-13,14,3,2,False,8.0,True,296
2022-01-13,15,3,2,False,8.0,True,299
2022-01-13,16,3,2,False,8.0,True,294
2022-01-13,17,3,2,False,8.0,True,304
2022-01-13,18,3,2,False,8.0,True,293
2022-01-13,19,3,2,False,8.0,True,308
2022-01-13,20,3,2,False,8.0,True,295
2022-01-13,21,3,2,False,8.0,True,304
2022-01-14,10,4,2,False,8.0,True,292
2022-01-14,11,4,2,False,8.0,True,301
2022-01-14,12,4,2,False,8.0,True,301
2022-01-14,13,4,2,False,8.0,True,298
2022-01-14,14,4,2,False,8.0,True,295
2022-01-14,15,4,2,False,8.0,True,289
2022-01-14,16,4,2,False,8.0,True,301
2022-01-14,17,4,2,False,8.0,True,291
2022-01-14,18,4,2,False,8.0,True,291
2022-01-14,19,4,2,False,8.0,True,297
2022-01-14,20,4,2,False,8.0,True,300
2022-01-14,21,4,2,False,8.0,True,293
2022-01-15,10,5,2,False,8.0,True,298
2022-01-15,11,5,2,False,8.0,True,297
2022-01-15,12,5,2,False,8.0,True,290
2022-01-15,13,5,2,False,8.0,True,302
2022-01-15,14,5,2,False,8.0,True,297
2022-01-15,15,5,2,False,8.0,True,296
2022-01-15,16,5,2,False,8.0,True,286
2022-01-15,17,5,2,False,8.0,True,300
2022-01-15,18,5,2,False,8.0,True,294
2022-01-15,19,5,2,False,8.0,True,304
2022-01-15,20,5,2,False,8.0,True,294
2022-01-15,21,5,2,False,8.0,True,293
2022-01-16,10,6,2,False,8.0,True,291
2022-01-16,11,6,2,False,8.0,True,298
2022-01-16,12,6,2,False,8.0,True,302
2022-01-16,13,6,2,False,8.0,True,296
2022-01-16,14,6,2,False,8.0,True,302
2022-01-16,15,6,2,False,8.0,True,309
2022-01-16,16,6,2,False,8.0,True,296
2022-01-16,17,6,2,False,8.0,True,302
2022-01-16,18,6,2,False,8.0,True,297
2022-01-16,19,6,2,False,8.0,True,295
2022-01-16,20,6,2,False,8.0,True,296
2022-01-16,21,6,2,False,8.0,True,293
2022-01-17,10,0,3,False,9.0,False,530
2022-01-17,11,0,3,False,9.0,False,573
2022-01-17,12,0,3,False,9.0,False,565
2022-01-17,13,0,3,False,9.0,False,568
2022-01-17,14,0,3,False,9.0,False,590
2022-01-17,15,0,3,False,9.0,False,611
2022-01-17,16,0,3,False,9.0,False,611
2022-01-17,17,0,3,False,9.0,False,638
2022-01-17,18,0,3,False,9.0,False,650
2022-01-17,19,0,3,False,9.0,False,650
2022-01-17,20,0,3,False,9.0,False,649
2022-01-17,21,0,3,False,9.0,False,657
2022-01-18,10,1,3,False,9.0,False,559
2022-01-18,11,1,3,False,9.0,False,567
2022-01-18,12,1,3,False,9.0,False,576
2022-01-18,13,1,3,False,9.0,False,578
2022-01-18,14,1,3,False,9.0,False,596
2022-01-18,15,1,3,False,9.0,False,606
2022-01-18,16,1,3,False,9.0,False,597
2022-01-18,17,1,3,False,9.0,False,624
2022-01-18,18,1,3,False,9.0,False,635
2022-01-18,19,1,3,False,9.0,False,647
2022-01-18,20,1,3,False,9.0,False,651
2022-01-18,21,1,3,False,9.0,False,669
2022-01-19,10,2,3,False,9.0,False,556
2022-01-19,11,2,3,False,9.0,False,565
2022-01-19,12,2,3,False,9.0,False,598
2022-01-19,13,2,3,False,9.0,False,558
2022-01-19,14,2,3,False,9.0,False,600
2022-01-19,15,2,3,False,9.0,False,607
2022-01-19,16,2,3,False,9.0,False,617
2022-01-19,17,2,3,False,9.0,False,630
2022-01-19,18,2,3,False,9.0,False,612
2022-01-19,19,2,3,False,9.0,False,656
2022-01-19,20,2,3,False,9.0,False,655
2022-01-19,21,2,3,False,9.0,False,668
2022-01-20,10,3,3,False,9.0,False,547
2022-01-20,11,3,3,False,9.0,False,562
2022-01-20,12,3,3,False,9.0,False,572
2022-01-20,13,3,3,False,9.0,False,585
2022-01-20,14,3,3,False,9.0,False,613
2022-01-20,15,3,3,False,9.0,False,577
2022-01-20,16,3,3,False,9.0,False,608
2022-01-20,17,3,3,False,9.0,False,630
2022-01-20,18,3,3,False,9.0,False,632
2022-01-20,19,3,3,False,9.0,False,634
2022-01-20,20,3,3,False,9.0,False,660
2022-01-20,21,3,3,False,9.0,False,687
2022-01-21,10,4,3,False,9.0,False,550
2022-01-21,11,4,3,False,9.0,False,571
2022-01-21,12,4,3,False,9.0,False,573
2022-01-21,13,4,3,False,9.0,False,578
2022-01-21,14,4,3,False,9.0,False,596
2022-01-21,15,4,3,False,9.0,False,611
2022-01-21,16,4,3,False,9.0,False,620
2022-01-21,17,4,3,False,9.0,False,625
2022-01-21,18,4,3,False,9.0,False,647
2022-01-21,19,4,3,False,9.0,False,653
2022-01-21,20,4,3,False,9.0,False,644
2022-01-21,21,4,3,False,9.0,False,660
2022-01-22,10,5,3,False,9.0,False,550
2022-01-22,11,5,3,False,9.0,False,551
2022-01-22,12,5,3,False,9.0,False,587
2022-01-22,13,5,3,False,9.0,False,571
2022-01-22,14,5,3,False,9.0,False,594
2022-01-22,15,5,3,False,9.0,False,603
2022-01-22,16,5,3,False,9.0,False,629
2022-01-22,17,5,3,False,9.0,False,621
2022-01-22,18,5,3,False,9.0,False,628
2022-01-22,19,5,3,False,9.0,False,676
2022-01-22,20,5,3,False,9.0,False,653
2022-01-22,21,5,3,False,9.0,False,663
2022-01-23,10,6,3,False,9.0,False,571
2022-01-23,11,6,3,False,9.0,False,565
2022-01-23,12,6,3,False,9.0,False,582
2022-01-23,13,6,3,False,9.0,False,589
2022-01-23,14,6,3,False,9.0,False,597
2022-01-23,15,6,3,False,9.0,False,598
2022-01-23,16,6,3,False,9.0,False,619
2022-01-23,17,6,3,False,9.0,False,613
2022-01-23,18,6,3,False,9.0,False,635
2022-01-23,19,6,3,False,9.0,False,652
2022-01-23,20,6,3,False,9.0,False,641
2022-01-23,21,6,3,False,9.0,False,655
2022-01-24,10,0,4,False,1.0,False,750
2022-01-24,11,0,4,False,1.0,False,770
2022-01-24,12,0,4,False,1.0,False,748
2022-01-24,13,0,4,False,1.0,False,799
2022-01-24,14,0,4,False,1.0,False,787
2022-01-24,15,0,4,False,1.0,False,805
2022-01-24,16,0,4,False,1.0,False,830
2022-01-24,17,0,4,False,1.0,False,810
2022-01-24,18,0,4,False,1.0,False,825
2022-01-24,19,0,4,False,1.0,False,861
2022-01-24,20,0,4,False,1.0,False,862
2022-01-24,21,0,4,False,1.0,False,881
2022-01-25,10,1,4,False,1.0,False,751
2022-01-25,11,1,4,False,1.0,False,780
2022-01-25,12,1,4,False,1.0,False,792
2022-01-25,13,1,4,False,1.0,False,783
2022-01-25,14,1,4,False,1.0,False,787
2022-01-25,15,1,4,False,1.0,False,800
2022-01-25,16,1,4,False,1.0,False,837
2022-01-25,17,1,4,False,1.0,False,827
2022-01-25,18,1,4,False,1.0,False,829
2022-01-25,19,1,4,False,1.0,False,836
2022-01-25,20,1,4,False,1.0,False,853
2022-01-25,21,1,4,False,1.0,False,878
2022-01-26,10,2,4,False,1.0,False,754
2022-01-26,11,2,4,False,1.0,False,767
2022-01-26,12,2,4,False,1.0,False,752
2022-01-26,13,2,4,False,1.0,False,776
2022-01-26,14,2,4,False,1.0,False,782
2022-01-26,15,2,4,False,1.0,False,797
2022-01-26,16,2,4,False,1.0,False,827
2022-01-26,17,2,4,False,1.0,False,806
2022-01-26,18,2,4,False,1.0,False,835
2022-01-26,19,2,4,False,1.0,False,856
2022-01-26,20,2,4,False,1.0,False,859
2022-01-26,21,2,4,False,1.0,False,885
2022-01-27,10,3,4,False,1.0,False,745
2022-01-27,11,3,4,False,1.0,False,763
2022-01-27,12,3,4,False,1.0,False,772
2022-01-27,13,3,4,False,1.0,False,776
2022-01-27,14,3,4,False,1.0,False,795
2022-01-27,15,3,4,False,1.0,False,834
2022-01-27,16,3,4,False,1.0,False,824
2022-01-27,17,3,4,False,1.0,False,843
2022-01-27,18,3,4,False,1.0,False,835
2022-01-27,19,3,4,False,1.0,False,849
2022-01-27,20,3,4,False,1.0,False,849
2022-01-27,21,3,4,False,1.0,False,886
2022-01-28,10,4,4,False,1.0,False,758
2022-01-28,11,4,4,False,1.0,False,758
2022-01-28,12,4,4,False,1.0,False,735
2022-01-28,13,4,4,False,1.0,False,798
2022-01-28,14,4,4,False,1.0,False,797
2022-01-28,15,4,4,False,1.0,False,824
2022-01-28,16,4,4,False,1.0,False,827
2022-01-28,17,4,4,False,1.0,False,817
2022-01-28,18,4,4,False,1.0,False,846
2022-01-28,19,4,4,False,1.0,False,856
2022-01-28,20,4,4,False,1.0,False,853
2022-01-28,21,4,4,False,1.0,False,891
2022-01-29,10,5,4,False,1.0,False,737
2022-01-29,11,5,4,False,1.0,False,735
2022-01-29,12,5,4,False,1.0,False,766
2022-01-29,13,5,4,False,1.0,False,788
2022-01-29,14,5,4,False,1.0,False,773
2022-01-29,15,5,4,False,1.0,False,799
2022-01-29,16,5,4,False,1.0,False,788
2022-01-29,17,5,4,False,1.0,False,846
2022-01-29,18,5,4,False,1.0,False,844
2022-01-29,19,5,4,False,1.0,False,826
2022-01-29,20,5,4,False,1.0,False,851
2022-01-29,21,5,4,False,1.0,False,863
2022-01-30,10,6,4,False,1.0,False,761
2022-01-30,11,6,4,False,1.0,False,761
2022-01-30,12,6,4,False,1.0,False,792
2022-01-30,13,6,4,False,1.0,False,777
2022-01-30,14,6,4,False,1.0,False,788
2022-01-30,15,6,4,False,1.0,False,801
2022-01-30,16,6,4,False,1.0,False,823
2022-01-30,17,6,4,False,1.0,False,810
2022-01-30,18,6,4,False,1.0,False,840
2022-01-30,19,6,4,False,1.0,False,845
2022-01-30,20,6,4,False,1.0,False,876
2022-01-30,21,6,4,False,1.0,False,840
2022-01-31,10,0,5,False,2.0,False,719
2022-01-31,11,0,5,False,2.0,False,731
2022-01-31,12,0,5,False,2.0,False,754
2022-01-31,13,0,5,False,2.0,False,751
2022-01-31,14,0,5,False,2.0,False,767
2022-01-31,15,0,5,False,2.0,False,749
2022-01-31,16,0,5,False,2.0,False,781
2022-01-31,17,0,5,False,2.0,False,787
2022-01-31,18,0,5,False,2.0,False,858
2022-01-31,19,0,5,False,2.0,False,812
2022-01-31,20,0,5,False,2.0,False,837
2022-01-31,21,0,5,False,2.0,False,831
2022-02-01,10,1,5,False,2.0,False,741
2022-02-01,11,1,5,False,2.0,False,721
2022-02-01,12,1,5,False,2.0,False,753
2022-02-01,13,1,5,False,2.0,False,767
2022-02-01,14,1,5,False,2.0,False,778
2022-02-01,15,1,5,False,2.0,False,751
2022-02-01,16,1,5,False,2.0,False,776
2022-02-01,17,1,5,False,2.0,False,788
2022-02-01,18,1,5,False,2.0,False,807
2022-02-01,19,1,5,False,2.0,False,816
2022-02-01,20,1,5,False,2.0,False,834
2022-02-01,21,1,5,False,2.0,False,838
2022-02-02,10,2,5,False,2.0,False,736
2022-02-02,11,2,5,False,2.0,False,758
2022-02-02,12,2,5,False,2.0,False,731
2022-02-02,13,2,5,False,2.0,False,759
2022-02-02,14,2,5,False,2.0,False,754
2022-02-02,15,2,5,False,2.0,False,780
2022-02-02,16,2,5,False,2.0,False,777
2022-02-02,17,2,5,False,2.0,False,794
2022-02-02,18,2,5,False,2.0,False,808
2022-02-02,19,2,5,False,2.0,False,810
2022-02-02,20,2,5,False,2.0,False,845
2022-02-02,21,2,5,False,2.0,False,820
2022-02-03,10,3,5,False,2.0,False,721
2022-02-03,11,3,5,False,2.0,False,738
2022-02-03,12,3,5,False,2.0,False,741
2022-02-03,13,3,5,False,2.0,False,728
2022-02-03,14,3,5,False,2.0,False,768
2022-02-03,15,3,5,False,2.0,False,765
2022-02-03,16,3,5,False,2.0,False,771
2022-02-03,17,3,5,False,2.0,False,803
2022-02-03,18,3,5,False,2.0,False,802
2022-02-03,19,3,5,False,2.0,False,776
2022-02-03,20,3,5,False,2.0,False,837
2022-02-03,21,3,5,False,2.0,False,849
2022-02-04,10,4,5,False,2.0,False,722
2022-02-04,11,4,5,False,2.0,False,728
2022-02-04,12,4,5,False,2.0,False,745
2022-02-04,13,4,5,False,2.0,False,744
2022-02-04,14,4,5,False,2.0,False,762
2022-02-04,15,4,5,False,2.0,False,749
2022-02-04,16,4,5,False,2.0,False,791
2022-02-04,17,4,5,False,2.0,False,795
2022-02-04,18,4,5,False,2.0,False,795
2022-02-04,19,4,5,False,2.0,False,795
2022-02-04,20,4,5,False,2.0,False,824
2022-02-04,21,4,5,False,2.0,False,820
2022-02-05,10,5,5,False,2.0,False,739
2022-02-05,11,5,5,False,2.0,False,730
2022-02-05,12,5,5,False,2.0,False,717
2022-02-05,13,5,5,False,2.0,False,745
2022-02-05,14,5,5,False,2.0,False,749
2022-02-05,15,5,5,False,2.0,False,807
2022-02-05,16,5,5,False,2.0,False,794
2022-02-05,17,5,5,False,2.0,False,789
2022-02-05,18,5,5,False,2.0,False,804
2022-02-05,19,5,5,False,2.0,False,805
2022-02-05,20,5,5,False,2.0,False,826
2022-02-05,21,5,5,False,2.0,False,836
2022-02-06,10,6,5,False,2.0,False,731
2022-02-06,11,6,5,False,2.0,False,728
2022-02-06,12,6,5,False,2.0,False,712
2022-02-06,13,6,5,False,2.0,False,733
2022-02-06,14,6,5,False,2.0,False,754
2022-02-06,15,6,5,False,2.0,False,754
2022-02-06,16,6,5,False,2.0,False,774
2022-02-06,17,6,5,False,2.0,False,791
2022-02-06,18,6,5,False,2.0,False,791
2022-02-06,19,6,5,False,2.0,False,836
2022-02-06,20,6,5,False,2.0,False,837
2022-02-06,21,6,5,False,2.0,False,841
2022-02-07,10,0,6,False,3.0,False,678
2022-02-07,11,0,6,False,3.0,False,692
2022-02-07,12,0,6,False,3.0,False,712
2022-02-07,13,0,6,False,3.0,False,708
2022-02-07,14,0,6,False,3.0,False,729
2022-02-07,15,0,6,False,3.0,False,746
2022-02-07,16,0,6,False,3.0,False,733
2022-02-07,17,0,6,False,3.0,False,751
2022-02-07,18,0,6,False,3.0,False,772
2022-02-07,19,0,6,False,3.0,False,766
2022-02-07,20,0,6,False,3.0,False,766
2022-02-07,21,0,6,False,3.0,False,787
2022-02-08,10,1,6,False,3.0,False,687
2022-02-08,11,1,6,False,3.0,False,688
2022-02-08,12,1,6,False,3.0,False,698
2022-02-08,13,1,6,False,3.0,False,721
2022-02-08,14,1,6,False,3.0,False,724
2022-02-08,15,1,6,False,3.0,False,743
2022-02-08,16,1,6,False,3.0,False,723
2022-02-08,17,1,6,False,3.0,False,754
2022-02-08,18,1,6,False,3.0,False,765
2022-02-08,19,1,6,False,3.0,False,768
2022-02-08,20,1,6,False,3.0,False,777
2022-02-08,21,1,6,False,3.0,False,802
2022-02-09,10,2,6,False,3.0,False,690
2022-02-09,11,2,6,False,3.0,False,687
2022-02-09,12,2,6,False,3.0,False,693
2022-02-09,13,2,6,False,3.0,False,724
2022-02-09,14,2,6,False,3.0,False,730
2022-02-09,15,2,6,False,3.0,False,745
2022-02-09,16,2,6,False,3.0,False,730
2022-02-09,17,2,6,False,3.0,False,744
2022-02-09,18,2,6,False,3.0,False,760
2022-02-09,19,2,6,False,3.0,False,781
2022-02-09,20,2,6,False,3.0,False,783
2022-02-09,21,2,6,False,3.0,False,773
2022-02-10,10,3,6,False,3.0,False,700
2022-02-10,11,3,6,False,3.0,False,687
2022-02-10,12,3,6,False,3.0,False,711
2022-02-10,13,3,6,False,3.0,False,709
2022-02-10,14,3,6,False,3.0,False,715
2022-02-10,15,3,6,False,3.0,False,717
2022-02-10,16,3,6,False,3.0,False,741
2022-02-10,17,3,6,False,3.0,False,742
2022-02-10,18,3,6,False,3.0,False,777
2022-02-10,19,3,6,False,3.0,False,783
2022-02-10,20,3,6,False,3.0,False,779
2022-02-10,21,3,6,False,3.0,False,769
2022-02-11,10,4,6,False,3.0,False,683
2022-02-11,11,4,6,False,3.0,False,716
2022-02-11,12,4,6,False,3.0,False,681
2022-02-11,13,4,6,False,3.0,False,705
2022-02-11,14,4,6,False,3.0,False,742
2022-02-11,15,4,6,False,3.0,False,730
2022-02-11,16,4,6,False,3.0,False,743
2022-02-11,17,4,6,False,3.0,False,753
2022-02-11,18,4,6,False,3.0,False,757
2022-02-11,19,4,6,False,3.0,False,756
2022-02-11,20,4,6,False,3.0,False,797
2022-02-11,21,4,6,False,3.0,False,824
2022-02-12,10,5,6,False,3.0,False,692
2022-02-12,11,5,6,False,3.0,False,707
2022-02-12,12,5,6,False,3.0,False,730
2022-02-12,13,5,6,False,3.0,False,722
2022-02-12,14,5,6,False,3.0,False,710
2022-02-12,15,5,6,False,3.0,False,736
2022-02-12,16,5,6,False,3.0,False,742
2022-02-12,17,5,6,False,3.0,False,752
2022-02-12,18,5,6,False,3.0,False,760
2022-02-12,19,5,6,False,3.0,False,778
2022-02-12,20,5,6,False,3.0,False,771
2022-02-12,21,5,6,False,3.0,False,806
2022-02-13,10,6,6,False,3.0,False,696
2022-02-13,11,6,6,False,3.0,False,700
2022-02-13,12,6,6,False,3.0,False,716
2022-02-13,13,6,6,False,3.0,False,727
2022-02-13,14,6,6,False,3.0,False,722
2022-02-13,15,6,6,False,3.0,False,703
2022-02-13,16,6,6,False,3.0,False,750
2022-02-13,17,6,6,False,3.0,False,735
2022-02-13,18,6,6,False,3.0,False,768
2022-02-13,19,6,6,False,3.0,False,771
2022-02-13,20,6,6,False,3.0,False,791
2022-02-13,21,6,6,False,3.0,False,807
2022-02-14,10,0,7,False,,False,747
2022-02-14,11,0,7,False,,False,768
2022-02-14,12,0,7,False,,False,753
2022-02-14,13,0,7,False,,False,770
2022-02-14,14,0,7,False,,False,791
2022-02-14,15,0,7,False,,False,793
2022-02-14,16,0,7,False,,False,823
2022-02-14,17,0,7,False,,False,810
2022-02-14,18,0,7,False,,False,830
2022-02-14,19,0,7,False,,False,837
2022-02-14,20,0,7,False,,False,862
2022-02-14,21,0,7,False,,False,858
2022-02-15,10,1,7,False,,False,748
2022-02-15,11,1,7,False,,False,771
2022-02-15,12,1,7,False,,False,775
2022-02-15,13,1,7,False,,False,808
2022-02-15,14,1,7,False,,False,787
2022-02-15,15,1,7,False,,False,800
2022-02-15,16,1,7,False,,False,816
2022-02-15,17,1,7,False,,False,822
2022-02-15,18,1,7,False,,False,822
2022-02-15,19,1,7,False,,False,844
2022-02-15,20,1,7,False,,False,855
2022-02-15,21,1,7,False,,False,873
2022-02-16,10,2,7,False,,False,740
2022-02-16,11,2,7,False,,False,768
2022-02-16,12,2,7,False,,False,778
2022-02-16,13,2,7,False,,False,780
2022-02-16,14,2,7,False,,False,777
2022-02-16,15,2,7,False,,False,798
2022-02-16,16,2,7,False,,False,766
2022-02-16,17,2,7,False,,False,834
2022-02-16,18,2,7,False,,False,824
2022-02-16,19,2,7,False,,False,876
2022-02-16,20,2,7,False,,False,846
2022-02-16,21,2,7,False,,False,882
2022-02-17,10,3,7,False,,False,741
2022-02-17,11,3,7,False,,False,765
2022-02-17,12,3,7,False,,False,798
2022-02-17,13,3,7,False,,False,785
2022-02-17,14,3,7,False,,False,786
2022-02-17,15,3,7,False,,False,810
2022-02-17,16,3,7,False,,False,818
2022-02-17,17,3,7,False,,False,829
2022-02-17,18,3,7,False,,False,853
2022-02-17,19,3,7,False,,False,849
2022-02-17,20,3,7,False,,False,857
2022-02-17,21,3,7,False,,False,858
2022-02-18,10,4,7,False,,False,769
2022-02-18,11,4,7,False,,False,754
2022-02-18,12,4,7,False,,False,756
2022-02-18,13,4,7,False,,False,767
2022-02-18,14,4,7,False,,False,787
2022-02-18,15,4,7,False,,False,814
2022-02-18,16,4,7,False,,False,829
2022-02-18,17,4,7,False,,False,809
2022-02-18,18,4,7,False,,False,840
2022-02-18,19,4,7,False,,False,866
2022-02-18,20,4,7,False,,False,836
2022-02-18,21,4,7,False,,False,852
2022-02-19,10,5,7,False,,False,755
2022-02-19,11,5,7,False,,False,766
2022-02-19,12,5,7,False,,False,778
2022-02-19,13,5,7,False,,False,778
2022-02-19,14,5,7,False,,False,806
2022-02-19,15,5,7,False,,False,805
2022-02-19,16,5,7,False,,False,808
2022-02-19,17,5,7,False,,False,800
2022-02-19,18,5,7,False,,False,833
2022-02-19,19,5,7,False,,False,855
2022-02-19,20,5,7,False,,False,877
2022-02-19,21,5,7,False,,False,852
2022-02-20,10,6,7,False,,False,758
2022-02-20,11,6,7,False,,False,760
2022-02-20,12,6,7,False,,False,754
2022-02-20,13,6,7,False,,False,791
2022-02-20,14,6,7,False,,False,778
2022-02-20,15,6,7,False,,False,796
2022-02-20,16,6,7,False,,False,800
2022-02-20,17,6,7,False,,False,820
2022-02-20,18,6,7,False,,False,823
2022-02-20,19,6,7,False,,False,830
2022-02-20,20,6,7,False,,False,860
2022-02-20,21,6,7,False,,False,898
2022-02-21,10,0,8,True,,False,787
2022-02-21,11,0,8,True,,False,761
2022-02-21,12,0,8,True,,False,754
2022-02-21,13,0,8,True,,False,780
2022-02-21,14,0,8,True,,False,781
2022-02-21,15,0,8,True,,False,788
2022-02-21,16,0,8,True,,False,815
2022-02-21,17,0,8,True,,False,824
2022-02-21,18,0,8,True,,False,814
2022-02-21,19,0,8,True,,False,818
2022-02-21,20,0,8,True,,False,831
2022-02-21,21,0,8,True,,False,852
2022-02-22,10,1,8,True,,False,738
2022-02-22,11,1,8,True,,False,741
2022-02-22,12,1,8,True,,False,747
2022-02-22,13,1,8,True,,False,766
2022-02-22,14,1,8,True,,False,805
2022-02-22,15,1,8,True,,False,808
2022-02-22,16,1,8,True,,False,790
2022-02-22,17,1,8,True,,False,825
2022-02-22,18,1,8,True,,False,838
